,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
18705,chatain,34,16,39224,F,master,archeologie,79.12,oui,0
18706,roux,20,5,40797,M,licence,geologie,58.2,oui,0
18707,blond,43,9,32728,M,master,detective,92.94,oui,0
18708,blond,24,7,36672,M,licence,detective,60.1,oui,0
18709,blond,43,6,46417,M,bac,geologie,47.37,non,0
18710,brun,41,5,28873,M,master,geologie,72.63,non,0
18711,brun,32,10,25629,M,doctorat,geologie,79.72,non,0
18712,brun,27,13,35247,F,licence,forage,58.08,non,0
18713,roux,33,11,38344,M,bac,geologie,55.74,non,0
18714,brun,39,15,35407,M,master,geologie,78.49,non,0
18715,roux,26,6,24934,F,licence,geologie,87.81,non,0
18716,blond,24,9,33112,M,master,geologie,72.07,non,0
18717,chatain,44,11,36732,F,master,detective,64.96,non,0
18718,blond,44,10,39158,M,licence,detective,83,oui,1
18719,blond,29,7,30779,F,master,forage,100.53,oui,0
18720,brun,31,5,25571,M,master,forage,74.29,non,1
18721,blond,45,5,29607,M,master,forage,76.45,non,0
18722,blond,30,10,38087,M,bac,geologie,36.31,non,0
18723,brun,29,10,31016,M,doctorat,geologie,74.96,oui,1
18724,blond,34,7,44237,M,bac,detective,16.14,non,0
18725,brun,17,9,35124,M,master,detective,75.4,oui,0
18726,brun,25,5,34146,M,licence,geologie,56,non,0
18727,chatain,50,8,27467,F,doctorat,detective,85.5,oui,0
18728,blond,22,12,33730,M,licence,forage,65.16,non,0
18729,blond,21,6,39325,F,bac,geologie,54.66,non,0
18730,chatain,31,6,43542,F,master,detective,66.55,oui,0
18731,blond,31,11,43351,M,licence,forage,66.52,oui,0
18732,chatain,22,11,38648,F,master,archeologie,64.5,oui,0
18733,blond,51,9,42226,M,master,detective,81.86,oui,0
18734,roux,43,10,33752,F,bac,geologie,66.49,non,0
18735,blond,33,7,37573,M,bac,geologie,45.91,non,0
18736,chatain,36,8,36125,F,master,geologie,79.12,non,0
18737,brun,39,6,38437,M,licence,geologie,48.39,non,0
18738,brun,28,14,31784,F,master,geologie,63.97,non,1
18739,roux,32,8,31476,M,licence,geologie,78.3,oui,0
18740,roux,37,15,40942,F,bac,detective,72.5,non,0
18741,chatain,37,10,34891,F,master,geologie,67.67,non,0
18742,chatain,28,8,37224,M,doctorat,detective,85.76,oui,0
18743,roux,36,11,35633,M,licence,forage,58.38,non,0
18744,chatain,26,13,38004,F,licence,geologie,53.74,non,0
18745,brun,35,8,27919,F,master,geologie,98.95,non,0
18746,chatain,35,2,34449,M,master,geologie,70.11,oui,1
18747,blond,21,11,40808,F,bac,geologie,61.81,non,0
18748,brun,30,5,34844,F,bac,geologie,60.1,non,0
18749,chatain,35,13,30648,F,doctorat,detective,98.29,oui,0
18750,brun,46,7,40169,M,licence,geologie,76.86,non,0
18751,chatain,37,14,40939,F,licence,detective,72.24,non,0
18752,chatain,39,10,36370,M,doctorat,detective,99.06,oui,0
18753,chatain,43,6,38570,F,licence,geologie,64.19,non,0
18754,brun,39,14,39835,M,bac,geologie,50.28,non,0
18755,roux,40,7,30274,M,bac,geologie,74.34,non,0
18756,roux,47,8,33724,M,bac,geologie,75.8,oui,0
18757,brun,21,8,30916,F,master,detective,99.98,oui,0
18758,brun,30,10,38784,F,bac,forage,68.66,non,0
18759,blond,30,8,33078,F,licence,detective,79.25,non,1
18760,brun,43,6,37526,F,master,geologie,64.8,non,1
18761,blond,43,11,27336,M,licence,geologie,76.44,non,0
18762,brun,35,12,34626,F,master,archeologie,72.09,oui,0
18763,brun,23,9,34507,M,master,geologie,76.32,non,0
18764,brun,59,6,35501,F,licence,geologie,60.61,non,0
18765,chatain,27,8,34522,F,doctorat,detective,97.25,oui,0
18766,chatain,49,14,36944,F,doctorat,archeologie,74.42,oui,0
18767,roux,33,6,29779,M,licence,geologie,74.65,non,0
18768,roux,40,9,36533,M,bac,forage,75.96,non,0
18769,blond,36,12,38378,M,licence,geologie,70.9,non,0
18770,blond,40,7,35587,M,licence,geologie,74.06,non,0
18771,roux,40,9,37650,M,bac,geologie,73.6,non,0
18772,blond,21,8,34280,M,licence,detective,68.04,non,0
18773,brun,43,6,35699,M,master,geologie,65.89,oui,1
18774,chatain,26,7,35887,F,licence,detective,74.4,non,0
18775,chatain,29,12,36237,F,master,forage,66.76,non,0
18776,roux,36,4,40192,F,bac,forage,69.35,non,0
18777,chatain,25,12,33056,F,doctorat,geologie,112.65,oui,0
18778,brun,30,8,27614,M,doctorat,geologie,69.84,oui,0
18779,chatain,18,12,37550,F,doctorat,detective,97.3,oui,0
18780,roux,43,9,31877,M,bac,geologie,51.1,non,0
18781,blond,36,11,33849,M,licence,geologie,66.25,non,0
18782,chatain,45,8,37799,M,licence,geologie,59.28,non,0
18783,blond,53,8,32219,F,licence,geologie,83.1,non,0
18784,brun,35,7,35016,F,master,geologie,76.55,non,0
18785,roux,30,9,31355,M,licence,geologie,82.52,non,0
18786,blond,44,1,29216,M,bac,geologie,56.34,non,0
18787,chatain,31,11,29592,F,doctorat,detective,93.12,oui,0
18788,chatain,48,10,41879,F,master,detective,82.25,oui,0
18789,chatain,28,15,42642,F,licence,detective,74.9,oui,0
18790,chatain,52,11,36452,M,doctorat,geologie,71.31,non,0
18791,blond,40,15,42674,M,bac,detective,46.09,non,0
18792,chatain,31,12,31701,M,master,geologie,81.93,non,0
18793,chatain,33,9,31524,F,doctorat,forage,93.36,oui,0
18794,brun,39,9,40040,M,master,geologie,62.97,non,0
18795,chatain,30,9,30286,M,doctorat,forage,79.5,oui,0
18796,brun,35,11,30938,F,master,detective,81.3,non,0
18797,chatain,39,10,31003,M,doctorat,geologie,89.35,oui,0
18798,chatain,37,11,32700,F,master,geologie,103.74,non,0
18799,blond,38,13,34746,M,licence,geologie,80.48,oui,0
18800,brun,30,11,32178,M,master,geologie,76.02,non,0
18801,brun,51,8,37299,M,licence,geologie,66.59,non,0
18802,roux,27,10,34446,M,bac,geologie,48.99,non,0
18803,blond,32,12,29387,F,licence,detective,77.96,non,0
18804,chatain,42,10,35394,F,doctorat,detective,106.5,oui,0
18805,blond,25,8,34260,M,master,detective,91.07,oui,0
18806,chatain,27,9,33889,F,master,geologie,56.12,non,0
18807,blond,37,3,37420,M,licence,detective,47.6,non,0
18808,roux,30,11,32349,M,master,geologie,93.11,oui,1
18809,chatain,33,5,33735,F,master,forage,94.64,non,0
18810,blond,28,12,37871,M,licence,geologie,55.13,oui,0
18811,roux,44,11,47292,F,licence,geologie,102.11,oui,1
18812,chatain,29,11,34104,F,master,geologie,76.45,non,0
18813,brun,43,12,34076,M,licence,forage,69.72,non,0
18814,blond,37,11,38971,M,licence,geologie,88.62,non,0
18815,blond,30,12,42843,M,licence,forage,68.77,oui,0
18816,blond,26,7,40330,M,bac,geologie,35.77,non,0
18817,roux,43,14,40000,F,master,forage,85.4,oui,0
18818,blond,39,8,39654,M,bac,forage,49.49,non,0
18819,blond,43,14,31515,F,bac,geologie,68.13,non,0
18820,brun,39,10,33853,F,licence,forage,74.73,non,0
18821,roux,50,13,31951,M,master,geologie,83.64,non,0
18822,brun,26,10,40910,M,bac,geologie,43.5,non,0
18823,chatain,44,7,37224,F,doctorat,forage,90.66,oui,0
18824,roux,49,11,40550,M,licence,geologie,53.42,oui,0
18825,blond,34,6,29190,F,bac,geologie,73.41,non,0
18826,chatain,41,7,33801,F,doctorat,detective,106.12,oui,0
18827,blond,25,13,35055,F,bac,forage,80.08,non,0
18828,chatain,22,8,32914,M,doctorat,detective,105.98,oui,0
18829,blond,47,9,32379,M,master,forage,96.69,oui,1
18830,roux,36,8,34652,M,licence,forage,66.18,non,0
18831,blond,44,9,31591,M,master,detective,103.77,oui,0
18832,blond,22,5,44662,F,bac,detective,66.1,non,0
18833,brun,38,8,31595,M,master,geologie,74.53,non,0
18834,chatain,24,13,35344,F,doctorat,detective,104.8,oui,0
18835,chatain,38,4,33394,F,master,detective,106.78,oui,0
18836,roux,41,12,31481,F,licence,detective,92.8,oui,0
18837,chatain,31,17,36628,F,licence,detective,54.23,non,1
18838,blond,54,15,38068,M,licence,forage,55.46,oui,0
18839,brun,12,8,40446,M,licence,forage,80.2,oui,0
18840,blond,49,12,42873,F,bac,archeologie,91.85,oui,1
18841,chatain,32,13,39208,M,master,geologie,66.1,non,0
18842,brun,37,12,41078,M,master,geologie,71.13,oui,0
18843,blond,42,9,25756,M,licence,geologie,98.9,non,0
18844,blond,44,6,27143,M,master,geologie,89.07,non,0
18845,blond,32,9,39020,M,licence,forage,53.67,non,0
18846,roux,24,13,34565,M,bac,forage,99.11,non,1
18847,roux,35,5,23562,F,master,detective,110.86,non,0
18848,blond,29,11,36863,M,licence,geologie,44.34,non,0
18849,roux,23,7,30352,F,licence,forage,76.76,non,0
18850,blond,35,7,27539,M,master,detective,94.07,oui,0
18851,blond,25,16,34463,M,master,forage,69.75,non,0
18852,blond,33,8,32653,M,master,geologie,90.99,oui,1
18853,chatain,25,10,29976,F,doctorat,detective,81.31,oui,0
18854,roux,32,10,28596,F,licence,geologie,91.88,non,0
18855,blond,43,11,40669,M,master,forage,80.71,oui,0
18856,roux,36,5,39205,M,bac,geologie,44.93,oui,0
18857,brun,15,10,27861,M,master,geologie,82.43,non,0
18858,brun,33,9,37519,M,master,geologie,73.87,oui,0
18859,brun,35,15,33744,M,licence,geologie,69.16,non,0
18860,blond,43,9,23624,F,master,detective,94.44,non,0
18861,chatain,36,5,36783,F,licence,detective,37.95,non,1
18862,chatain,43,10,42567,F,licence,archeologie,72.11,oui,0
18863,brun,38,10,33601,M,master,geologie,64.69,non,0
18864,brun,40,11,34457,M,master,forage,88,oui,0
18865,chatain,42,9,33246,F,master,forage,91.67,non,0
18866,blond,47,9,30789,M,bac,geologie,82.23,non,0
18867,blond,60,12,35956,M,licence,detective,86.69,oui,0
18868,blond,35,13,35072,M,licence,forage,78.01,non,0
18869,roux,35,7,27768,M,bac,geologie,69.67,non,0
18870,brun,24,5,32815,F,master,geologie,106.42,non,0
18871,brun,32,10,44035,F,bac,detective,57.83,non,0
18872,roux,30,11,36970,M,licence,detective,61.36,oui,0
18873,chatain,45,12,40639,F,doctorat,detective,101.9,oui,0
18874,chatain,38,7,39663,F,master,detective,75.29,oui,0
18875,blond,29,8,43624,F,bac,forage,47.33,non,0
18876,chatain,24,9,32419,M,master,geologie,86.85,non,0
18877,blond,45,7,28949,F,licence,geologie,64.21,non,0
18878,blond,48,10,38421,M,master,geologie,91.49,oui,0
18879,brun,38,10,41795,M,bac,geologie,34.1,non,0
18880,chatain,46,11,34128,M,master,geologie,73.93,non,0
18881,chatain,27,10,38714,M,master,geologie,65.86,oui,0
18882,brun,13,6,35091,M,master,forage,77.21,non,0
18883,blond,35,8,33070,M,licence,geologie,66.1,non,0
18884,blond,48,13,34320,M,master,detective,64.94,oui,0
18885,blond,53,9,35212,M,bac,geologie,67.83,non,0
18886,chatain,38,11,34684,M,doctorat,geologie,68.17,oui,0
18887,chatain,43,11,37612,F,licence,geologie,77.07,non,0
18888,brun,39,8,40928,M,licence,geologie,64.79,non,0
18889,chatain,48,11,39147,M,master,geologie,83.59,non,0
18890,blond,54,8,40218,F,bac,detective,73.71,non,0
18891,roux,50,7,37863,F,bac,detective,79.68,non,0
18892,chatain,41,6,35233,F,doctorat,detective,80.06,oui,0
18893,chatain,42,2,37092,F,master,detective,85.22,oui,0
18894,chatain,54,12,31448,F,doctorat,archeologie,105.07,oui,0
18895,chatain,25,5,42382,F,licence,forage,45.3,non,1
18896,brun,25,12,31516,M,master,detective,73.45,oui,1
18897,blond,29,9,27886,F,licence,geologie,75.25,non,1
18898,brun,31,11,39113,M,master,geologie,73.42,oui,0
18899,chatain,9,8,32440,F,licence,geologie,85.38,non,0
18900,brun,33,16,44464,M,licence,detective,54.01,oui,0
18901,chatain,45,8,37547,F,master,geologie,79.98,non,1
18902,brun,54,17,41000,M,master,geologie,72.78,oui,1
18903,chatain,36,17,40871,F,bac,geologie,44.59,non,0
18904,blond,35,10,25712,M,master,geologie,74.58,non,0
18905,chatain,43,14,42566,F,master,forage,71.42,oui,0
18906,brun,46,10,32275,M,master,geologie,61.55,non,0
18907,chatain,20,4,32925,M,master,detective,64.61,non,1
18908,brun,21,9,34936,M,licence,forage,50.94,non,0
18909,roux,46,8,38696,F,bac,forage,54.79,non,1
18910,chatain,46,8,31351,F,master,detective,111.45,oui,0
18911,blond,43,14,34141,M,master,detective,77.36,oui,0
18912,blond,33,10,43721,M,licence,geologie,68.08,oui,0
18913,blond,32,13,32698,F,licence,geologie,74.16,non,0
18914,brun,58,10,36744,M,master,geologie,68.39,oui,1
18915,blond,36,11,27363,M,master,geologie,89.72,oui,0
18916,roux,40,14,23122,M,master,geologie,111.55,non,0
18917,brun,42,10,33141,M,master,geologie,72.61,non,0
18918,chatain,35,11,40995,F,licence,archeologie,73.64,oui,0
18919,blond,39,14,35441,F,licence,forage,79.62,non,0
18920,brun,32,5,30324,M,master,geologie,64.77,non,1
18921,brun,36,8,32157,M,doctorat,geologie,83.02,oui,0
18922,blond,46,16,25195,M,doctorat,geologie,77.11,non,0
18923,brun,44,8,32436,F,master,forage,82.16,oui,0
18924,brun,51,6,28505,F,master,geologie,90.53,non,0
18925,chatain,43,17,33568,M,doctorat,geologie,84.32,non,0
18926,brun,41,9,39193,M,licence,forage,64.96,oui,0
18927,brun,19,7,35612,M,master,detective,75.49,oui,0
18928,blond,28,9,30023,F,master,forage,102.85,non,0
18929,roux,45,13,33866,F,bac,detective,56.82,non,0
18930,blond,36,9,27929,M,master,detective,99.59,oui,0
18931,blond,37,8,27929,F,licence,geologie,80.1,non,0
18932,chatain,36,10,33840,M,master,geologie,76.16,non,0
18933,chatain,36,10,35585,M,doctorat,geologie,42.9,non,1
18934,brun,24,9,34662,F,bac,geologie,58.58,non,0
18935,blond,65,5,37371,M,licence,geologie,48.84,non,0
18936,roux,26,12,35396,M,licence,geologie,97.61,oui,1
18937,blond,22,10,34380,M,master,forage,79.58,oui,0
18938,chatain,41,10,31626,F,doctorat,forage,104.91,oui,0
18939,blond,35,5,34740,M,licence,geologie,62.7,non,0
18940,blond,37,13,31770,F,licence,forage,88.29,non,0
18941,roux,23,12,34150,M,licence,forage,89.57,oui,0
18942,roux,29,10,35916,M,bac,detective,63,non,0
18943,brun,33,4,29537,F,master,geologie,108.54,non,0
18944,chatain,41,7,34791,F,master,detective,75.96,oui,0
18945,blond,27,7,35191,M,master,archeologie,80.43,oui,0
18946,blond,44,11,22816,M,doctorat,geologie,84.95,oui,0
18947,blond,34,8,33815,M,master,forage,85.98,oui,0
18948,chatain,48,11,35883,F,master,forage,44.22,non,1
18949,brun,36,11,38369,M,master,geologie,89.52,oui,0
18950,chatain,44,12,38409,M,master,geologie,71.56,non,1
18951,chatain,39,9,37914,F,licence,forage,59.62,non,0
18952,blond,16,11,27736,M,master,geologie,78.67,non,0
18953,brun,26,9,28473,M,master,forage,83.13,oui,0
18954,chatain,35,10,36826,F,master,detective,65.98,oui,0
18955,brun,42,13,34213,M,licence,geologie,54.13,non,0
18956,brun,13,7,32117,M,master,forage,79.17,oui,0
18957,brun,16,10,32215,F,master,detective,76.32,non,0
18958,blond,50,5,39092,M,licence,geologie,73.68,non,0
18959,chatain,28,14,42514,M,master,geologie,54.25,non,0
18960,brun,45,1,31026,M,master,geologie,79.87,non,0
18961,chatain,38,10,35295,F,bac,archeologie,60.27,non,1
18962,brun,33,6,42629,M,bac,geologie,56.79,non,0
18963,chatain,26,6,32543,F,master,detective,90.71,oui,0
18964,brun,34,11,38980,F,licence,forage,87.47,oui,0
18965,blond,33,12,30815,F,master,detective,107.1,oui,0
18966,roux,22,8,32057,M,licence,detective,74.66,non,1
18967,chatain,26,9,36242,M,master,geologie,54.9,non,0
18968,brun,39,10,31189,M,master,geologie,67.75,non,1
18969,brun,19,15,29822,F,master,detective,94.12,oui,0
18970,blond,37,9,42273,M,bac,geologie,29.74,non,0
18971,roux,22,12,32066,M,licence,geologie,40.58,non,0
18972,blond,48,9,31480,M,licence,geologie,72.24,non,0
18973,chatain,24,16,39592,F,master,geologie,37.95,non,0
18974,chatain,25,10,34804,F,master,forage,82.29,non,0
18975,chatain,56,12,38586,M,licence,geologie,44.82,non,0
18976,blond,35,13,43542,M,licence,geologie,38.43,oui,0
18977,brun,41,13,33539,M,master,geologie,71.23,non,1
18978,brun,42,8,35888,M,master,geologie,60.72,oui,1
18979,brun,25,8,41639,M,bac,geologie,44.1,non,0
18980,brun,31,11,31022,F,master,archeologie,89.16,oui,0
18981,chatain,29,11,36428,F,master,geologie,54.63,oui,1
18982,brun,38,10,24867,F,master,geologie,96.71,non,0
18983,chatain,46,8,29128,F,licence,geologie,77.77,non,0
18984,roux,59,9,41319,M,bac,geologie,73.92,non,0
18985,roux,25,2,41135,M,bac,forage,87.18,oui,0
18986,roux,49,10,43105,F,bac,forage,100.76,oui,1
18987,chatain,44,13,38601,M,master,geologie,53.95,oui,0
18988,roux,21,11,33736,M,licence,forage,54.05,non,0
18989,brun,39,10,32279,M,licence,geologie,74.17,oui,0
18990,roux,18,10,34668,M,bac,geologie,60.91,non,0
18991,chatain,22,7,32663,F,doctorat,detective,101.75,oui,0
18992,blond,18,5,35640,M,master,geologie,79.39,oui,1
18993,blond,41,10,37403,M,licence,forage,60.97,non,0
18994,blond,35,7,39824,M,bac,forage,54.84,non,0
18995,roux,22,5,33633,M,bac,geologie,78.33,non,0
18996,brun,40,11,37011,M,licence,geologie,56.61,non,0
18997,chatain,36,3,35825,M,master,geologie,66.88,non,0
18998,chatain,29,3,35768,F,master,archeologie,92.26,oui,0
18999,blond,38,16,25453,F,licence,geologie,67.68,non,0
19000,brun,52,10,41646,M,licence,geologie,39.41,non,0
19001,chatain,25,7,33290,M,master,forage,61.03,non,0
19002,brun,50,9,39801,M,licence,geologie,47.47,non,0
19003,chatain,33,9,38840,F,master,archeologie,76.65,oui,0
19004,chatain,37,10,38115,M,doctorat,archeologie,72.86,oui,0
19005,chatain,32,9,32650,F,master,detective,91.2,oui,0
19006,blond,7,10,28908,M,master,geologie,79.53,non,1
19007,chatain,42,12,31420,F,doctorat,forage,85.8,oui,0
19008,roux,51,3,36535,M,master,geologie,93.67,oui,1
19009,blond,38,10,32205,M,licence,geologie,49.64,non,0
19010,chatain,33,9,39330,M,doctorat,geologie,53.13,oui,0
19011,brun,21,10,37406,M,master,geologie,86.56,oui,0
19012,chatain,26,11,35700,F,master,archeologie,75.82,oui,0
19013,brun,41,9,30997,F,licence,geologie,81.71,non,0
19014,brun,30,13,34871,F,master,archeologie,57.41,oui,0
19015,brun,45,10,32496,M,master,forage,78.95,oui,0
19016,roux,29,8,30788,M,master,archeologie,118.6,oui,0
19017,roux,35,13,35736,M,bac,geologie,59.1,non,0
19018,roux,33,15,32087,M,bac,geologie,73.24,non,0
19019,blond,36,9,32319,M,licence,geologie,58.35,non,0
19020,chatain,41,5,38846,F,master,detective,65.22,non,0
19021,chatain,39,8,34126,F,bac,archeologie,66.82,non,1
19022,blond,30,10,39391,M,licence,geologie,66.67,oui,0
19023,chatain,48,3,31033,F,doctorat,forage,95.23,oui,0
19024,chatain,29,14,26704,M,doctorat,geologie,96.18,oui,0
19025,blond,40,10,32085,F,bac,geologie,58.55,non,0
19026,roux,44,10,36573,M,bac,forage,68,non,0
19027,blond,28,13,36855,M,master,forage,64.66,oui,0
19028,blond,28,7,30416,M,master,geologie,91.93,oui,0
19029,blond,38,9,37467,M,licence,forage,89.3,oui,1
19030,brun,39,17,36630,M,licence,forage,62.04,non,0
19031,chatain,29,4,39142,M,licence,geologie,27.67,non,0
19032,chatain,30,15,32437,F,doctorat,forage,84.21,oui,0
19033,blond,32,10,27148,F,master,detective,106.5,oui,0
19034,roux,22,10,37671,F,bac,archeologie,76.9,oui,0
19035,blond,35,7,43816,M,bac,forage,33.81,non,0
19036,blond,32,4,37952,M,bac,geologie,37.95,non,0
19037,chatain,29,8,33795,F,master,geologie,82.13,non,1
19038,blond,28,13,33721,M,licence,forage,49.96,non,0
19039,brun,39,3,27911,F,master,geologie,86.35,non,0
19040,blond,35,9,29597,F,master,forage,92.93,non,0
19041,blond,31,11,37635,M,master,detective,76.52,oui,0
19042,roux,20,11,37025,M,licence,geologie,55.9,non,0
19043,brun,41,10,25460,F,master,geologie,96.2,oui,0
19044,blond,29,8,34735,M,master,detective,84.88,oui,0
19045,brun,28,12,24895,F,doctorat,detective,89.68,non,0
19046,blond,30,11,31129,F,licence,forage,80.34,non,0
19047,brun,39,10,40482,F,bac,forage,42.82,non,0
19048,chatain,30,10,30249,F,master,archeologie,72.08,non,0
19049,blond,35,6,36233,M,licence,geologie,73.44,non,0
19050,chatain,31,10,36647,M,master,detective,52.41,oui,0
19051,chatain,44,8,30491,F,doctorat,detective,107.7,oui,0
19052,brun,44,6,23609,F,master,geologie,111.78,non,0
19053,chatain,41,9,32670,F,master,geologie,77.15,non,0
19054,blond,34,10,39218,M,bac,forage,56.25,non,0
19055,brun,49,10,41402,M,master,detective,79.68,oui,0
19056,brun,54,10,33206,M,licence,forage,70.74,non,1
19057,brun,38,10,30172,F,doctorat,archeologie,121.86,oui,0
19058,blond,27,14,23841,M,doctorat,forage,95.18,oui,1
19059,brun,19,13,31208,M,master,geologie,69.2,non,0
19060,blond,28,18,34284,M,master,forage,69.93,oui,0
19061,blond,28,9,33381,M,licence,geologie,61.01,non,0
19062,chatain,50,11,48762,M,licence,geologie,62.02,oui,0
19063,chatain,40,15,43423,F,licence,detective,61.41,non,0
19064,blond,48,9,31362,F,licence,forage,83.91,non,0
19065,blond,47,5,34311,F,licence,detective,64.13,non,0
19066,chatain,23,13,38789,M,licence,geologie,67.64,non,0
19067,brun,47,12,36914,F,bac,detective,56.38,non,0
19068,brun,42,7,25078,M,master,geologie,74.18,non,0
19069,roux,46,11,39176,M,bac,geologie,59.63,non,0
19070,brun,35,11,29971,M,master,geologie,70.41,non,1
19071,brun,48,13,28520,M,doctorat,geologie,70.82,oui,1
19072,blond,35,8,34739,M,licence,geologie,60.53,non,0
19073,blond,35,10,31372,M,licence,geologie,79.72,non,0
19074,brun,12,10,33968,F,master,detective,67.84,non,0
19075,chatain,30,10,38315,F,master,archeologie,78.96,oui,0
19076,brun,33,4,36282,M,licence,geologie,55.95,non,0
19077,chatain,49,13,34822,M,licence,geologie,60.88,non,0
19078,roux,42,10,35125,M,master,forage,81.65,oui,0
19079,chatain,46,5,43399,M,licence,detective,40.43,oui,0
19080,blond,38,10,26432,M,master,geologie,112.24,non,0
